ID,sire,dam
a29762,a28433,a28546
a29763,a28474,a28548
a29764,a28411,a28567
a29765,a28453,a28572
a29766,a28468,a28587
a29767,a28419,a28510
a29768,a28481,a28510
a29769,a28455,a28594
a29770,a28441,a28573
a29771,a28414,a28572
a29772,a28484,a28583
a29773,a28433,a28503
a29774,a28480,a28585
a29775,a28441,a28589
a29776,a28485,a28574
a29777,a28470,a28582
a29778,a28407,a28580
a29779,a28499,a28518
a29780,a28422,a28561
a29781,a28407,a28521
a29782,a28481,a28549
a29783,a28481,a28572
a29784,a28410,a28538
a29785,a28488,a28507
a29786,a28485,a28532
a29787,a28458,a28585
a29788,a28457,a28523
a29789,a28464,a28576
a29790,a28453,a28520
a29791,a28415,a28521
a29792,a28416,a28553
a29793,a28455,a28504
a29794,a28459,a28591
a29795,a28441,a28529
a29796,a28422,a28555
a29797,a28417,a28555
a29798,a28419,a28502
a29799,a28432,a28537
a29800,a28426,a28562
a29801,a28494,a28591
a29802,a28476,a28593
a29803,a28463,a28523
a29804,a28469,a28524
a29805,a28497,a28567
a29806,a28477,a28565
a29807,a28492,a28544
a29808,a28417,a28582
a29809,a28495,a28570
a29810,a28483,a28541
a29811,a28477,a28594
a29812,a28422,a28509
a29813,a28447,a28535
a29814,a28422,a28595
a29815,a28404,a28588
a29816,a28432,a28519
a29817,a28484,a28525
a29818,a28486,a28548
a29819,a28425,a28550
a29820,a28486,a28502
a29821,a28487,a28556
a29822,a28436,a28566
a29823,a28460,a28548
a29824,a28456,a28576
a29825,a28490,a28596
a29826,a28432,a28538
a29827,a28476,a28571
a29828,a28444,a28563
a29829,a28436,a28558
a29830,a28427,a28504
a29831,a28407,a28587
a29832,a28459,a28526
a29833,a28414,a28598
a29834,a28460,a28508
a29835,a28497,a28562
a29836,a28456,a28560
a29837,a28489,a28525
a29838,a28439,a28557
a29839,a28405,a28579
a29840,a28427,a28572
a29841,a28436,a28554
a29842,a28409,a28580
a29843,a28457,a28534
a29844,a28496,a28564
a29845,a28427,a28581
a29846,a28470,a28542
a29847,a28417,a28556
a29848,a28411,a28568
a29849,a28463,a28545
a29850,a28418,a28574
a29851,a28405,a28527
a29852,a28495,a28589
a29853,a28494,a28516
a29854,a28463,a28565
a29855,a28427,a28599
a29856,a28481,a28595
a29857,a28430,a28511
a29858,a28451,a28523
a29859,a28488,a28577
a29860,a28405,a28522
a29861,a28469,a28597
a29862,a28433,a28531
a29863,a28411,a28578
a29864,a28457,a28518
a29865,a28463,a28567
a29866,a28465,a28551
a29867,a28489,a28528
a29868,a28420,a28564
a29869,a28433,a28562
a29870,a28446,a28597
a29871,a28446,a28571
a29872,a28427,a28519
a29873,a28409,a28577
a29874,a28454,a28502
a29875,a28491,a28512
a29876,a28433,a28512
a29877,a28489,a28528
a29878,a28457,a28505
a29879,a28474,a28576
a29880,a28437,a28531
a29881,a28459,a28532
a29882,a28459,a28593
a29883,a28444,a28576
a29884,a28493,a28570
a29885,a28454,a28580
a29886,a28416,a28554
a29887,a28453,a28549
a29888,a28479,a28539
a29889,a28448,a28567
a29890,a28494,a28555
a29891,a28479,a28509
a29892,a28498,a28509
a29893,a28484,a28586
a29894,a28490,a28560
a29895,a28448,a28522
a29896,a28417,a28535
a29897,a28467,a28529
a29898,a28430,a28510
a29899,a28416,a28555
a29900,a28457,a28517
a29901,a28465,a28552
a29902,a28477,a28589
a29903,a28424,a28550
a29904,a28500,a28538
a29905,a28453,a28576
a29906,a28426,a28561
a29907,a28405,a28555
a29908,a28440,a28571
a29909,a28484,a28578
a29910,a28425,a28516
a29911,a28495,a28600
a29912,a28468,a28552
a29913,a28479,a28539
a29914,a28474,a28568
a29915,a28465,a28567
a29916,a28499,a28595
a29917,a28423,a28525
a29918,a28486,a28564
a29919,a28466,a28505
a29920,a28435,a28536
a29921,a28454,a28531
a29922,a28465,a28524
a29923,a28421,a28585
a29924,a28452,a28559
a29925,a28403,a28576
a29926,a28418,a28525
a29927,a28465,a28554
a29928,a28416,a28548
a29929,a28458,a28505
a29930,a28471,a28538
a29931,a28426,a28566
a29932,a28421,a28526
a29933,a28455,a28535
a29934,a28418,a28588
a29935,a28410,a28504
a29936,a28453,a28540
a29937,a28458,a28514
a29938,a28492,a28536
a29939,a28409,a28527
a29940,a28441,a28567
a29941,a28405,a28544
a29942,a28425,a28579
a29943,a28463,a28600
a29944,a28475,a28580
a29945,a28443,a28581
a29946,a28432,a28502
a29947,a28442,a28570
a29948,a28487,a28517
a29949,a28465,a28595
a29950,a28485,a28553
a29951,a28406,a28573
a29952,a28416,a28548
a29953,a28474,a28514
a29954,a28449,a28579
a29955,a28486,a28559
a29956,a28435,a28541
a29957,a28445,a28545
a29958,a28456,a28519
a29959,a28495,a28552
a29960,a28463,a28502
a29961,a28411,a28551
a29962,a28460,a28506
a29963,a28479,a28525
a29964,a28482,a28535
a29965,a28437,a28557
a29966,a28462,a28505
a29967,a28497,a28577
a29968,a28473,a28526
a29969,a28409,a28581
a29970,a28491,a28561
a29971,a28457,a28509
a29972,a28418,a28549
a29973,a28433,a28529
a29974,a28427,a28529
a29975,a28483,a28522
a29976,a28475,a28599
a29977,a28416,a28531
a29978,a28456,a28531
a29979,a28467,a28520
a29980,a28495,a28548
a29981,a28451,a28511
a29982,a28434,a28559
a29983,a28417,a28529
a29984,a28491,a28576
a29985,a28486,a28567
a29986,a28430,a28596
a29987,a28444,a28589
a29988,a28485,a28521
a29989,a28469,a28507
a29990,a28418,a28508
a29991,a28427,a28552
a29992,a28418,a28595
a29993,a28424,a28511
a29994,a28476,a28565
a29995,a28497,a28540
a29996,a28485,a28553
a29997,a28407,a28554
a29998,a28495,a28590
a29999,a28486,a28589
a30000,a28498,a28536
a30001,a28498,a28533
a30002,a28468,a28584
a30003,a28465,a28533
a30004,a28428,a28547
a30005,a28426,a28517
a30006,a28476,a28513
a30007,a28406,a28506
a30008,a28464,a28566
a30009,a28426,a28528
a30010,a28467,a28513
a30011,a28408,a28596
a30012,a28489,a28569
a30013,a28413,a28518
a30014,a28466,a28533
a30015,a28441,a28548
a30016,a28495,a28511
a30017,a28420,a28572
a30018,a28447,a28532
a30019,a28495,a28545
a30020,a28427,a28509
a30021,a28418,a28509
a30022,a28462,a28509
a30023,a28476,a28517
a30024,a28471,a28554
a30025,a28442,a28547
a30026,a28415,a28575
a30027,a28467,a28521
a30028,a28454,a28509
a30029,a28458,a28538
a30030,a28458,a28515
a30031,a28454,a28530
a30032,a28466,a28537
a30033,a28444,a28539
a30034,a28496,a28557
a30035,a28421,a28532
a30036,a28403,a28545
a30037,a28483,a28549
a30038,a28407,a28560
a30039,a28428,a28546
a30040,a28474,a28552
a30041,a28413,a28577
a30042,a28479,a28527
a30043,a28417,a28503
a30044,a28427,a28520
a30045,a28456,a28568
a30046,a28439,a28555
a30047,a28427,a28529
a30048,a28421,a28550
a30049,a28428,a28511
a30050,a28481,a28584
a30051,a28453,a28598
a30052,a28445,a28589
a30053,a28468,a28570
a30054,a28439,a28522
a30055,a28494,a28591
a30056,a28471,a28540
a30057,a28454,a28528
a30058,a28437,a28530
a30059,a28472,a28549
a30060,a28469,a28570
a30061,a28432,a28585
a30062,a28423,a28565
a30063,a28491,a28505
a30064,a28453,a28502
a30065,a28445,a28501
a30066,a28449,a28522
a30067,a28458,a28557
a30068,a28407,a28552
a30069,a28431,a28526
a30070,a28479,a28582
a30071,a28490,a28505
a30072,a28401,a28522
a30073,a28489,a28531
a30074,a28497,a28522
a30075,a28494,a28590
a30076,a28457,a28598
a30077,a28405,a28586
a30078,a28406,a28521
a30079,a28491,a28557
a30080,a28491,a28514
a30081,a28443,a28554
a30082,a28461,a28561
a30083,a28450,a28548
a30084,a28495,a28525
a30085,a28490,a28544
a30086,a28402,a28552
a30087,a28423,a28541
a30088,a28471,a28533
a30089,a28402,a28521
a30090,a28420,a28534
a30091,a28494,a28522
a30092,a28437,a28582
a30093,a28472,a28567
a30094,a28463,a28512
a30095,a28443,a28530
a30096,a28433,a28544
a30097,a28432,a28556
a30098,a28430,a28586
a30099,a28442,a28582
a30100,a28487,a28589
a30101,a28481,a28594
a30102,a28499,a28510
a30103,a28422,a28595
a30104,a28478,a28555
a30105,a28499,a28577
a30106,a28406,a28577
a30107,a28487,a28540
a30108,a28489,a28540
a30109,a28440,a28593
a30110,a28436,a28517
a30111,a28475,a28550
a30112,a28493,a28503
a30113,a28442,a28508
a30114,a28472,a28529
a30115,a28476,a28542
a30116,a28444,a28546
a30117,a28433,a28562
a30118,a28478,a28501
a30119,a28427,a28582
a30120,a28447,a28524
a30121,a28443,a28577
a30122,a28444,a28573
a30123,a28427,a28511
a30124,a28415,a28572
a30125,a28426,a28546
a30126,a28496,a28527
a30127,a28416,a28541
a30128,a28433,a28514
a30129,a28431,a28549
a30130,a28449,a28599
a30131,a28416,a28563
a30132,a28473,a28508
a30133,a28493,a28506
a30134,a28427,a28538
a30135,a28402,a28578
a30136,a28402,a28588
a30137,a28450,a28572
a30138,a28487,a28541
a30139,a28474,a28546
a30140,a28446,a28556
a30141,a28428,a28576
a30142,a28478,a28533
a30143,a28421,a28589
a30144,a28473,a28572
a30145,a28403,a28590
a30146,a28403,a28507
a30147,a28401,a28528
a30148,a28486,a28541
a30149,a28459,a28570
a30150,a28436,a28596
a30151,a28428,a28552
a30152,a28405,a28513
a30153,a28453,a28530
a30154,a28440,a28572
a30155,a28449,a28543
a30156,a28476,a28543
a30157,a28489,a28537
a30158,a28401,a28581
a30159,a28404,a28599
a30160,a28431,a28593
a30161,a28470,a28568
a30162,a28428,a28520
a30163,a28409,a28588
a30164,a28484,a28569
a30165,a28470,a28501
a30166,a28420,a28524
a30167,a28406,a28566
a30168,a28481,a28576
a30169,a28478,a28513
a30170,a28415,a28580
a30171,a28431,a28556
a30172,a28490,a28585
a30173,a28477,a28578
a30174,a28490,a28534
a30175,a28450,a28520
a30176,a28491,a28509
a30177,a28449,a28592
a30178,a28410,a28516
a30179,a28482,a28512
a30180,a28441,a28536
a30181,a28487,a28586
a30182,a28487,a28513
a30183,a28414,a28551
a30184,a28428,a28584
a30185,a28401,a28576
a30186,a28408,a28511
a30187,a28479,a28595
a30188,a28444,a28595
a30189,a28451,a28521
a30190,a28482,a28525
a30191,a28483,a28570
a30192,a28462,a28600
a30193,a28475,a28581
a30194,a28481,a28520
a30195,a28498,a28581
a30196,a28447,a28545
a30197,a28438,a28515
a30198,a28433,a28523
a30199,a28474,a28501
a30200,a28423,a28538
a30201,a28417,a28570
a30202,a28441,a28537
a30203,a28490,a28538
a30204,a28442,a28588
a30205,a28478,a28552
a30206,a28436,a28518
a30207,a28466,a28528
a30208,a28479,a28575
a30209,a28420,a28524
a30210,a28444,a28554
a30211,a28443,a28568
a30212,a28464,a28591
a30213,a28469,a28551
a30214,a28499,a28597
a30215,a28432,a28556
a30216,a28441,a28524
a30217,a28419,a28508
a30218,a28426,a28564
a30219,a28498,a28578
a30220,a28467,a28580
a30221,a28457,a28505
a30222,a28431,a28545
a30223,a28411,a28523
a30224,a28409,a28560
a30225,a28476,a28519
a30226,a28404,a28577
a30227,a28404,a28579
a30228,a28456,a28522
a30229,a28493,a28523
a30230,a28420,a28566
a30231,a28423,a28578
a30232,a28439,a28531
a30233,a28409,a28519
a30234,a28431,a28557
a30235,a28481,a28505
a30236,a28443,a28505
a30237,a28408,a28573
a30238,a28491,a28519
a30239,a28495,a28548
a30240,a28430,a28537
a30241,a28423,a28562
a30242,a28450,a28590
a30243,a28403,a28576
a30244,a28429,a28529
a30245,a28455,a28589
a30246,a28462,a28518
a30247,a28452,a28551
a30248,a28472,a28523
a30249,a28444,a28523
a30250,a28453,a28539
a30251,a28403,a28538
a30252,a28430,a28565
a30253,a28419,a28516
a30254,a28421,a28526
a30255,a28487,a28544
a30256,a28458,a28534
a30257,a28411,a28545
a30258,a28493,a28578
a30259,a28435,a28503
a30260,a28475,a28514
a30261,a28409,a28592
a30262,a28488,a28521
a30263,a28429,a28559
a30264,a28493,a28546
a30265,a28416,a28537
a30266,a28487,a28512
a30267,a28411,a28535
a30268,a28444,a28542
a30269,a28421,a28532
a30270,a28443,a28503
a30271,a28401,a28600
a30272,a28453,a28577
a30273,a28446,a28587
a30274,a28425,a28502
a30275,a28480,a28567
a30276,a28473,a28541
a30277,a28437,a28560
a30278,a28459,a28584
a30279,a28473,a28587
a30280,a28435,a28549
a30281,a28419,a28562
a30282,a28450,a28584
a30283,a28432,a28504
a30284,a28409,a28517
a30285,a28459,a28545
a30286,a28476,a28574
a30287,a28417,a28547
a30288,a28444,a28584
a30289,a28486,a28524
a30290,a28490,a28517
a30291,a28480,a28563
a30292,a28459,a28510
a30293,a28472,a28597
a30294,a28497,a28596
a30295,a28474,a28513
a30296,a28452,a28569
a30297,a28424,a28553
a30298,a28431,a28534
a30299,a28480,a28561
a30300,a28489,a28520
a30301,a28432,a28530
a30302,a28444,a28548
a30303,a28431,a28563
a30304,a28458,a28512
a30305,a28472,a28541
a30306,a28453,a28595
a30307,a28462,a28544
a30308,a28491,a28558
a30309,a28438,a28510
a30310,a28410,a28548
a30311,a28464,a28571
a30312,a28498,a28544
a30313,a28495,a28545
a30314,a28441,a28559
a30315,a28460,a28508
a30316,a28425,a28545
a30317,a28437,a28509
a30318,a28407,a28580
a30319,a28462,a28513
a30320,a28454,a28542
a30321,a28423,a28585
a30322,a28441,a28583
a30323,a28421,a28573
a30324,a28469,a28511
a30325,a28447,a28588
a30326,a28409,a28558
a30327,a28425,a28524
a30328,a28429,a28571
a30329,a28454,a28535
a30330,a28418,a28518
a30331,a28402,a28590
a30332,a28460,a28545
a30333,a28438,a28598
a30334,a28469,a28581
a30335,a28422,a28594
a30336,a28476,a28596
a30337,a28406,a28550
a30338,a28451,a28590
a30339,a28466,a28572
a30340,a28433,a28546
a30341,a28451,a28526
a30342,a28448,a28587
a30343,a28413,a28580
a30344,a28456,a28506
a30345,a28463,a28508
a30346,a28498,a28516
a30347,a28462,a28566
a30348,a28450,a28538
a30349,a28417,a28514
a30350,a28440,a28573
a30351,a28449,a28540
a30352,a28407,a28569
a30353,a28445,a28503
a30354,a28492,a28516
a30355,a28409,a28501
a30356,a28476,a28597
a30357,a28456,a28505
a30358,a28424,a28511
a30359,a28427,a28578
a30360,a28466,a28552
a30361,a28449,a28553
a30362,a28453,a28572
a30363,a28452,a28555
a30364,a28494,a28588
a30365,a28424,a28554
a30366,a28492,a28553
a30367,a28489,a28582
a30368,a28443,a28518
a30369,a28406,a28515
a30370,a28433,a28528
a30371,a28412,a28542
a30372,a28461,a28515
a30373,a28407,a28600
a30374,a28466,a28540
a30375,a28447,a28589
a30376,a28477,a28526
a30377,a28469,a28543
a30378,a28497,a28570
a30379,a28448,a28573
a30380,a28487,a28586
a30381,a28446,a28533
a30382,a28485,a28578
a30383,a28447,a28557
a30384,a28450,a28547
a30385,a28482,a28577
a30386,a28414,a28554
a30387,a28494,a28528
a30388,a28498,a28517
a30389,a28407,a28546
a30390,a28464,a28520
a30391,a28480,a28597
a30392,a28498,a28548
a30393,a28418,a28585
a30394,a28467,a28510
a30395,a28410,a28539
a30396,a28473,a28539
a30397,a28473,a28554
a30398,a28407,a28520
a30399,a28461,a28549
a30400,a28452,a28513
a30401,a28426,a28589
a30402,a28491,a28523
a30403,a28431,a28541
a30404,a28446,a28563
a30405,a28447,a28519
a30406,a28426,a28575
a30407,a28451,a28525
a30408,a28434,a28538
a30409,a28463,a28543
a30410,a28456,a28501
a30411,a28480,a28551
a30412,a28497,a28555
a30413,a28427,a28581
a30414,a28491,a28593
a30415,a28469,a28545
a30416,a28439,a28595
a30417,a28463,a28566
a30418,a28459,a28550
a30419,a28414,a28508
a30420,a28481,a28599
a30421,a28441,a28563
a30422,a28498,a28506
a30423,a28485,a28534
a30424,a28463,a28528
a30425,a28434,a28572
a30426,a28494,a28568
a30427,a28444,a28543
a30428,a28428,a28514
a30429,a28429,a28558
a30430,a28435,a28534
a30431,a28418,a28559
a30432,a28495,a28588
a30433,a28458,a28537
a30434,a28419,a28502
a30435,a28439,a28582
a30436,a28468,a28592
a30437,a28473,a28522
a30438,a28425,a28527
a30439,a28465,a28536
a30440,a28452,a28531
a30441,a28409,a28550
a30442,a28489,a28571
a30443,a28422,a28504
a30444,a28443,a28570
a30445,a28437,a28542
a30446,a28430,a28555
a30447,a28405,a28546
a30448,a28411,a28572
a30449,a28451,a28511
a30450,a28469,a28582
a30451,a28420,a28581
a30452,a28421,a28516
a30453,a28433,a28515
a30454,a28425,a28581
a30455,a28491,a28557
a30456,a28475,a28564
a30457,a28439,a28544
a30458,a28405,a28563
a30459,a28435,a28540
a30460,a28442,a28578
a30461,a28464,a28593
a30462,a28444,a28538
a30463,a28454,a28522
a30464,a28478,a28560
a30465,a28412,a28521
a30466,a28422,a28510
a30467,a28442,a28522
a30468,a28486,a28546
a30469,a28497,a28547
a30470,a28404,a28586
a30471,a28460,a28514
a30472,a28425,a28565
a30473,a28494,a28583
a30474,a28467,a28531
a30475,a28466,a28535
a30476,a28499,a28515
a30477,a28495,a28536
a30478,a28431,a28511
a30479,a28489,a28584
a30480,a28443,a28543
a30481,a28416,a28571
a30482,a28442,a28548
a30483,a28481,a28523
a30484,a28487,a28535
a30485,a28459,a28588
a30486,a28414,a28506
a30487,a28425,a28595
a30488,a28470,a28561
a30489,a28411,a28589
a30490,a28439,a28528
a30491,a28484,a28558
a30492,a28427,a28578
a30493,a28469,a28589
a30494,a28466,a28570
a30495,a28458,a28543
a30496,a28426,a28508
a30497,a28439,a28548
a30498,a28456,a28568
a30499,a28466,a28572
a30500,a28447,a28501
a30501,a28499,a28567
a30502,a28420,a28521
a30503,a28415,a28548
a30504,a28405,a28561
a30505,a28427,a28573
a30506,a28460,a28506
a30507,a28454,a28593
a30508,a28476,a28511
a30509,a28476,a28564
a30510,a28425,a28569
a30511,a28408,a28598
a30512,a28419,a28515
a30513,a28430,a28513
a30514,a28467,a28550
a30515,a28445,a28586
a30516,a28403,a28541
a30517,a28447,a28540
a30518,a28429,a28571
a30519,a28449,a28506
a30520,a28468,a28561
a30521,a28497,a28563
a30522,a28491,a28540
a30523,a28405,a28562
a30524,a28493,a28545
a30525,a28437,a28591
a30526,a28437,a28599
a30527,a28439,a28509
a30528,a28443,a28558
a30529,a28482,a28508
a30530,a28443,a28519
a30531,a28439,a28583
a30532,a28416,a28541
a30533,a28422,a28576
a30534,a28460,a28554
a30535,a28403,a28587
a30536,a28416,a28547
a30537,a28446,a28600
a30538,a28420,a28579
a30539,a28412,a28516
a30540,a28497,a28575
a30541,a28440,a28530
a30542,a28472,a28535
a30543,a28455,a28542
a30544,a28474,a28597
a30545,a28496,a28501
a30546,a28473,a28569
a30547,a28467,a28506
a30548,a28443,a28535
a30549,a28402,a28574
a30550,a28420,a28509
a30551,a28440,a28509
a30552,a28429,a28514
a30553,a28422,a28577
a30554,a28478,a28582
a30555,a28468,a28591
a30556,a28429,a28517
a30557,a28417,a28560
a30558,a28494,a28539
a30559,a28415,a28573
a30560,a28441,a28595
a30561,a28498,a28532
a30562,a28408,a28501
a30563,a28474,a28531
a30564,a28477,a28501
a30565,a28451,a28591
a30566,a28483,a28568
a30567,a28475,a28539
a30568,a28496,a28583
a30569,a28438,a28598
a30570,a28410,a28563
a30571,a28473,a28507
a30572,a28492,a28585
a30573,a28478,a28544
a30574,a28456,a28502
a30575,a28486,a28581
a30576,a28475,a28508
a30577,a28406,a28558
a30578,a28436,a28588
a30579,a28429,a28518
a30580,a28406,a28579
a30581,a28492,a28574
a30582,a28428,a28503
a30583,a28432,a28525
a30584,a28500,a28556
a30585,a28449,a28538
a30586,a28409,a28527
a30587,a28487,a28595
a30588,a28438,a28502
a30589,a28436,a28595
a30590,a28407,a28503
a30591,a28499,a28551
a30592,a28478,a28569
a30593,a28427,a28588
a30594,a28491,a28598
a30595,a28494,a28547
a30596,a28424,a28505
a30597,a28408,a28519
a30598,a28458,a28563
a30599,a28417,a28596
a30600,a28449,a28599
a30601,a28423,a28554
a30602,a28487,a28504
a30603,a28441,a28547
a30604,a28441,a28556
a30605,a28418,a28587
a30606,a28411,a28590
a30607,a28425,a28570
a30608,a28461,a28575
a30609,a28424,a28525
a30610,a28425,a28530
a30611,a28483,a28515
a30612,a28500,a28515
a30613,a28471,a28584
a30614,a28448,a28561
a30615,a28499,a28587
a30616,a28413,a28502
a30617,a28488,a28585
a30618,a28468,a28595
a30619,a28462,a28586
a30620,a28460,a28560
a30621,a28479,a28565
a30622,a28500,a28553
a30623,a28450,a28584
a30624,a28413,a28532
a30625,a28468,a28593
a30626,a28487,a28549
a30627,a28463,a28555
a30628,a28495,a28593
a30629,a28403,a28573
a30630,a28484,a28581
a30631,a28479,a28542
a30632,a28416,a28521
a30633,a28435,a28559
a30634,a28412,a28541
a30635,a28494,a28561
a30636,a28403,a28528
a30637,a28417,a28566
a30638,a28493,a28546
a30639,a28471,a28537
a30640,a28477,a28502
a30641,a28492,a28582
a30642,a28423,a28597
a30643,a28417,a28567
a30644,a28468,a28503
a30645,a28488,a28578
a30646,a28497,a28565
a30647,a28478,a28501
a30648,a28415,a28574
a30649,a28417,a28564
a30650,a28439,a28594
a30651,a28486,a28580
a30652,a28408,a28586
a30653,a28490,a28532
a30654,a28469,a28550
a30655,a28474,a28550
a30656,a28431,a28570
a30657,a28407,a28599
a30658,a28453,a28546
a30659,a28465,a28570
a30660,a28467,a28530
a30661,a28403,a28552
a30662,a28445,a28532
a30663,a28443,a28555
a30664,a28468,a28572
a30665,a28493,a28567
a30666,a28430,a28534
a30667,a28427,a28509
a30668,a28489,a28530
a30669,a28416,a28570
a30670,a28483,a28591
a30671,a28481,a28519
a30672,a28477,a28548
a30673,a28421,a28587
a30674,a28430,a28600
a30675,a28470,a28522
a30676,a28428,a28537
a30677,a28410,a28505
a30678,a28488,a28524
a30679,a28484,a28553
a30680,a28486,a28590
a30681,a28452,a28516
a30682,a28453,a28578
a30683,a28490,a28527
a30684,a28459,a28568
a30685,a28470,a28538
a30686,a28459,a28537
a30687,a28420,a28592
a30688,a28443,a28537
a30689,a28460,a28529
a30690,a28449,a28589
a30691,a28434,a28581
a30692,a28420,a28547
a30693,a28427,a28588
a30694,a28463,a28600
a30695,a28478,a28522
a30696,a28464,a28574
a30697,a28480,a28572
a30698,a28433,a28580
a30699,a28438,a28594
a30700,a28452,a28532
a30701,a28446,a28525
a30702,a28486,a28527
a30703,a28492,a28592
a30704,a28442,a28543
a30705,a28488,a28580
a30706,a28424,a28595
a30707,a28432,a28594
a30708,a28419,a28574
a30709,a28463,a28581
a30710,a28411,a28567
a30711,a28446,a28574
a30712,a28412,a28502
a30713,a28415,a28591
a30714,a28408,a28521
a30715,a28402,a28548
a30716,a28463,a28577
a30717,a28478,a28533
a30718,a28442,a28562
a30719,a28421,a28508
a30720,a28485,a28559
a30721,a28441,a28598
a30722,a28405,a28549
a30723,a28477,a28575
a30724,a28401,a28592
a30725,a28418,a28525
a30726,a28469,a28508
a30727,a28490,a28571
a30728,a28486,a28590
a30729,a28404,a28515
a30730,a28434,a28527
a30731,a28482,a28529
a30732,a28428,a28569
a30733,a28447,a28512
a30734,a28499,a28591
a30735,a28419,a28535
a30736,a28466,a28580
a30737,a28458,a28529
a30738,a28429,a28508
a30739,a28438,a28595
a30740,a28426,a28518
a30741,a28421,a28569
a30742,a28402,a28537
a30743,a28420,a28553
